PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp
0,21.326,11.062,18.195,0.41,4.069,
0,20.587,9.832,15.467,0.461,3.461,
2.537,20.196,12.244,5.553,0.723,4.057,
0.58,26.811,13.032,18.363,0.764,2.679,
0.069,26.308,14.52,17.879,0.719,3.913,
0.065,27.599,17.749,13.667,0.669,6.818,
0.333,24.726,18.509,20.262,0.484,8.705,
0,29.027,11.104,20.926,0.346,4.411,
1.277,24.924,20.006,5.244,0.772,4.507,
4.879,30.893,19.531,13.128,0.734,5.442,
0.745,27.655,13.682,13.043,0.428,5.25,
0,18.74,5.506,21.905,0.333,3.41,
0,20.013,6.599,14.316,0.306,3.473,
0.584,25.035,13.735,14.034,0.566,3.828,
0,21.274,8.114,20.06,0.276,4.01,
12.792,17.639,9.953,3.75,0.729,4.692,
32.942,11.175,9.372,1.632,0.955,4.762,
39.674,21.298,8.387,15.965,0.856,3.957,
0,16.275,3.672,22.916,0.573,5.423,
0.031,11.187,2.285,17.06,0.732,3.604,
0.254,9.671,2.454,11.38,0.649,4.165,
0.007,13.074,-0.828,22.444,0.685,2.901,
0,20.587,0.39,23.411,0.609,0.963,
0,20.875,5.8,22.95,0.521,3.719,
1.411,18.987,12.283,6.42,0.757,5.054,
0.532,21.556,10.977,17.667,0.715,2.709,
0.244,24.04,11.008,14.103,0.788,2.829,
7.603,27.474,17.255,12.561,0.843,5.199,
1.693,26.04,18.747,8.884,0.769,5.235,
0.522,27.477,17.807,6.239,0.845,3.813,
0.347,29.249,19.818,12.926,0.705,5.563,
0,26.964,15.101,23.943,0.562,3.557,
0.01,27.205,10.719,18.297,0.533,2.837,
0.021,29.619,17.125,21.416,0.576,3.746,
3.045,29.823,18.531,21.744,0.606,5.73,
2.832,30.118,17.626,24.278,0.605,5.318,
0,25.189,11.43,23.99,0.496,6.336,
0,27.242,7.311,25.781,0.495,2.29,
0,26.48,9.56,25.866,0.449,3.081,
0,28.097,14.048,24.382,0.499,4.77,
0,28.819,17.848,22.51,0.581,4.322,
0,30.5,14.878,25.153,0.637,3.142,
0,30.864,16.029,26.05,0.475,4.254,
0.088,31.772,18.145,21.33,0.542,5.769,
0,33.637,20.02,24.491,0.532,5.98,
0.031,36.908,18.858,24.359,0.559,3.428,
0,37.382,20.885,25.823,0.43,4.542,
0.342,33.684,18.112,26.003,0.332,3.055,
64.294,27.978,14.772,9.091,0.791,2.599,
1.56E+01,27.023,16.535,20.191,0.779,2.957,
0,30.764,13.181,26.767,0.609,1.878,
0,32.444,16.922,22.89,0.485,3.192,
0,32.369,19.626,25.7,0.52,4.098,
6.427,30.315,11.026,6.815,0.792,3.714,
0.146,21.942,7.847,24.537,0.701,4.09,
0,29.624,5.445,28.028,0.58,1.825,
4.875,23.411,16.329,8.198,0.711,3.474,
44.767,22.462,19.652,7.503,0.886,5.041,
0.029,29.262,12.701,26.616,0.551,3.427,
0,32.102,16.655,28.056,0.329,4.676,
0.772,33.033,20.297,25.309,0.535,3.479,
0.058,32.661,19.447,26.973,0.557,4.275,
3.737,30.879,19.661,16.783,0.612,2.992,
2.261,28.297,16.881,19.811,0.78,2.648,
31.773,25.419,15.914,12.091,0.83,3.015,
6.983,28.616,12.978,19.693,0.833,1.939,
3.931,32.131,15.607,26.499,0.723,2.96,
0.529,31.949,21.069,14.16,0.751,4.3,
1.313,30.972,22.375,19.056,0.722,4.168,
0,23.84,9.314,29.523,0.518,3.944,
0,31.371,10.89,29.354,0.386,2.342,
0,33.102,17.547,27.833,0.343,3.841,
1.79E+00,30.268,16.238,21.381,0.541,2.866,
0,26.845,13.728,27.267,0.426,4.278,
0,25.457,9.484,23.759,0.53,3.002,
0,28.269,10.854,29.42,0.49,2.473,
0,35.196,12.359,29.701,0.38,2.16,
0,36.383,18.602,29.402,0.274,3.602,
0,36.968,20.8,29.23,0.362,4.518,
0,33.88,18.918,29.24,0.467,3.83,
0,34.454,20.63,28.526,0.5,3.136,
0,34.607,21.377,28.571,0.537,3.146,
0,35.011,22.182,28.854,0.482,3.755,
0,35.805,23.251,28.867,0.491,3.642,
0,35.209,23.007,29.181,0.482,3.854,
0,35.571,22.667,29.245,0.467,4.643,
0,34.775,24.391,22.436,0.501,5.243,
0.496,35.885,22.549,21.954,0.602,3.746,
2.048,32.585,20.114,19.349,0.754,2.823,
0.316,29.578,18.099,16.17,0.676,2.437,
2.795,31.902,19.701,18.009,0.692,1.683,
0.127,33.963,18.427,28.123,0.56,2.441,
0,35.33,16.878,29.862,0.416,2.133,
0,36.148,18.523,28.386,0.39,2.483,
7.151,36.792,20.975,21.994,0.535,2.685,
2.153,37.932,20.34,19.377,0.647,3.264,
0,36.419,19.114,29.039,0.528,2.514,
0,37.294,16.352,29.61,0.52,1.824,
0,37.398,19.845,29.524,0.393,2.32,
0,37.947,23.334,29.567,0.377,3.175,
0,36.701,22.928,29.922,0.375,3.363,
0,42.436,20.421,29.453,0.399,1.728,
0,36.992,22.357,28.911,0.498,2.813,
0,34.67,16.51,30.107,0.389,2.546,
0,36.237,21.169,29.678,0.42,3.23,
3.969,34.591,23.784,28.151,0.575,4.889,
2.043,31.416,23.906,15.85,0.732,5.219,
0.491,38.616,22.563,26.748,0.609,2.597,
0.082,35.699,21.044,25.205,0.642,2.95,
0,34.752,19.884,21.933,0.592,3.124,
0,36.855,21.365,27.732,0.529,3.218,
0,36.789,22.496,26.097,0.491,3.309,
3.795,37.267,21.764,28.069,0.611,2.623,
1.837,37.134,23.715,18.371,0.487,2.229,
0.649,36.36,21.274,22.769,0.56,2.613,
0,33.915,20.093,28.099,0.328,3.673,
0,34.607,16.331,30.036,0.318,2.197,
0,38.487,17.552,30.084,0.283,1.882,
0,36.79,18.546,30.024,0.319,1.957,
0,37.673,19.709,28.501,0.352,2.098,
0,36.722,24.625,20.556,0.389,2.547,
0.067,35.516,21.633,20.904,0.535,2.846,
6.918,32.337,21.278,17.48,0.757,2.367,
2.657,37.414,21.239,18.033,0.769,1.916,
7.85,32.694,20.59,20.87,0.833,1.654,
2.297,34.875,20.604,24.479,0.703,2.931,
0,34.707,18.517,29.487,0.354,3.107,
0,38.45,19.531,25.297,0.331,2.035,
0.522,34.591,23.801,16.119,0.545,2.308,
0.366,36.831,24.693,16.442,0.616,3.609,
0,38.206,25.51,25.929,0.464,4.845,
0,39.203,25.66,28.476,0.425,4.264,
0,39.646,25.503,28.605,0.382,3.932,
0,40.184,25.918,28.307,0.413,3.267,
0,39.689,27.299,23.737,0.386,2.673,
3.05E+00,40.814,25.14,25.124,0.502,2.047,
1.574,40.924,25.935,17.223,0.5,2.359,
0,42.75,27.199,23.821,0.377,2.215,
0,42.056,24.883,28.09,0.372,2.328,
1.262,40.843,25.766,27.482,0.419,2.544,
0.00E+00,41.606,24.48,28.084,0.376,2.638,
6.012,40.052,23.491,27.08,0.478,2.789,
0,35.678,23.046,9.845,0.377,3.584,
0,35.831,21.017,24.864,0.381,2.305,
0,35.816,23.586,23.996,0.528,3.895,
0.007,33.132,21.777,25.344,0.667,4.188,
4.988,36.344,23.356,16.635,0.711,3.66,
0.014,39.484,25.283,23.877,0.468,3.996,
0,38.565,25.01,25.963,0.458,3.651,
0,39.505,25.271,27.085,0.424,3.704,
0,38.038,25.077,26.92,0.446,4.177,
0.00E+00,38.33,25.219,27.143,0.481,4.42,
0,38.241,23.841,27.36,0.453,4.419,
0,39.754,24.96,21.614,0.456,3.376,
0,40.495,25.147,26.03,0.402,2.631,
0,40.757,25.07,25.982,0.348,2.468,
0.448,40.961,26.485,14.287,0.428,2.449,
12.336,36.016,22.464,18.599,0.746,2.426,
1.26,40.329,23.936,25.438,0.67,2.481,
0,40.482,25.561,26.461,0.429,3.215,
0,40.573,26.523,26.273,0.383,3.368,
0,41.786,26.11,20.326,0.451,3.326,
5.922,37.644,24.79,11.692,0.606,2.032,
0,39.657,26.02,21.118,0.472,3.072,
0,40.34,27.037,25.435,0.395,3.457,
0,41.596,26.703,24.91,0.329,2.173,
0,40.807,23.692,22.371,0.318,2.453,
0,40.91,26.97,19.02,0.41,2.719,
0,41.931,26.585,19.958,0.376,1.958,
0,39.756,25.84,12.79,0.413,2.371,
2.492,43.007,26.545,16.586,0.44,1.928,
1.938,43.658,24.907,10.569,0.492,1.288,
0.154,45.175,23.063,18.991,0.494,1.628,
0.855,40.424,22.313,15.433,0.616,1.907,
8.387,41.52,24.385,16.294,0.677,2.302,
0.029,40.234,26.607,20.622,0.49,3.426,
3.421,41.04,26.754,11.519,0.539,2.809,
3.468,39.74,23.797,12.994,0.568,2.454,
10.506,35.596,23.041,15.558,0.73,2.024,
0.759,32.391,22.566,21.635,0.685,2.737,
0,32.672,18.165,24.721,0.461,2.639,
0,34.125,16.683,19.253,0.427,1.654,
0,39.212,21.567,19.329,0.407,1.797,
0,33.996,20.585,14.501,0.461,2.026,
0.077,31.326,24.091,6.053,0.499,2.341,
2.508,27.061,20.26,3.366,0.699,1.573,
11.158,31.423,18.891,12.673,0.833,1.426,
0.18,31.577,17.269,23.385,0.457,2.459,
0,33.459,16.93,23.747,0.381,1.957,
0,35.193,18.718,17.365,0.408,2.091,
0,34.127,21.938,9.072,0.4,1.888,
0.951,34.061,23.792,13.184,0.546,1.77,
7.307,38.747,21.825,20.206,0.691,1.71,
7.46,32.782,21.684,17.101,0.766,2.39,
0,31.08,15.359,23.108,0.476,3.068,
0,34.149,13.641,23.501,0.345,1.962,
0,34.779,19.61,22.3,0.382,3.357,
3.241,34.114,24.197,21.228,0.577,3.938,
3.557,36.47,25.121,16.391,0.61,4.512,
16.876,29.097,16.786,17.521,0.748,3.246,
0,30.139,14.278,22.706,0.324,2.698,
0,31.006,13.949,22.689,0.324,2.617,
0,30.834,16.883,19.637,0.427,4.943,
1.504,36.387,24.219,18.118,0.642,6.671,
5.864,30.807,24.759,11.807,0.688,5.531,
0.434,24.951,16.49,19.856,0.453,3.803,
0,27.463,11.524,21.805,0.49,2.221,
0.00E+00,31.928,12.728,21.67,0.38,2.099,
3.59E-01,32.588,19.669,17.673,0.314,4.32,
0.029,28.262,18.039,20.957,0.377,4.321,
0,30.147,10.892,20.937,0.343,2.424,
0,35.888,19.023,20.213,0.52,3.055,
0,35.771,21.329,20.322,0.468,3.222,
0,35.346,22.125,19.843,0.461,3.55,
0,34.384,21.155,20.185,0.485,3.402,
0,37.826,20.003,19.945,0.467,1.955,
0,28.738,19.221,8.943,0.486,2.057,
0,30.407,18.161,18.4,0.486,3.181,
0,28.455,11.819,20.515,0.397,2.69,
0,29.267,11.504,18.26,0.353,2.216,
0,30.966,13.766,19.443,0.367,2.153,
23.322,22.743,16.643,5.461,0.623,2.401,
0.204,27.68,13.203,18.14,0.685,2.32,
0,20.935,14.85,18.9,0.355,3.893,
0,26.033,7.253,19.18,0.453,1.81,
0,27.227,11.807,17.523,0.403,2.335,
0.093,24.074,17.828,5.769,0.53,4.343,
27.888,24.544,19.206,10.045,0.892,3.239,
0,31.749,15.613,18.109,0.715,3.154,
0,32.993,18.572,17.698,0.493,3.056,
4.52,23.461,8.917,15.076,0.684,5.48,
0,22.25,3.21,18.589,0.493,1.984,
0,26.492,10.351,17.115,0.567,3.886,
0,21.375,5.472,17.994,0.511,5.66,
0,21.335,2.766,18.016,0.396,2.072,
0,25.636,8.603,16.852,0.391,2.568,
13,20.933,14.827,3.175,0.808,4.994,
2.438,23.751,17.147,2.782,0.927,4.024,
0.302,23.428,12.172,14.138,0.545,5.913,
0,23.252,8.957,16.656,0.542,2.705,
0,26.494,11.062,16.988,0.457,3.625,
0.014,24.022,15.214,10.207,0.663,6.092,
1.039,21.229,10.397,8.259,0.754,4.718,
0.051,17.45,6.241,12.913,0.588,2.852,
0,14.868,4.231,15.311,0.485,4.251,
0,16.896,2.496,16.316,0.381,2.793,
0.044,12.991,6.571,3.919,0.468,3.284,
1.47,18.474,11.841,2.524,0.754,3.512,
14.037,18.805,14.932,4.065,0.928,3.251,
0.321,22.329,9.923,14.473,0.779,1.751,
0,26.135,12.529,15.041,0.55,3.467,
0.579,23.773,16.065,3.93,0.814,4.382,
1.047,25.567,17.867,10.081,0.786,5.87,
0,14.969,6.116,15.371,0.576,5.38,
0.00E+00,17.052,2.294,15.31,0.568,2.88,
1.428,14.475,9.302,4.676,0.828,2.291,
0.484,24.907,11.863,12.799,0.786,2.85,
1.591,21.56,7.919,3.37,0.657,8.219,
0.105,12.673,1.771,13.904,0.568,5.082,
0,19.798,3.074,14.295,0.459,2.894,
0,20.265,6.006,14.221,0.532,2.499,
0,15.734,4.506,13.848,0.465,2.825,
0,15.237,3.067,14.545,0.475,2.41,
0,18.076,2.383,14.329,0.409,2.555,
0,21.814,7.196,13.99,0.372,3.593,
0,24.058,9.302,13.66,0.633,3.3,
0.503,21.328,14.546,9.448,0.809,3.876,
0.179,22.364,11.793,11.399,0.806,2.805,
0.1,22.915,12.515,11.258,0.73,3.782,
1.878,19.216,16.638,2.747,0.803,4.38,
3.123,23.631,16.796,2.42,0.882,4.468,
3.426,25.516,18.593,8.506,0.774,6.045,
26.079,21.107,-1.677,1.412,0.895,6.517,
1.109,9.097,-3.125,12.618,0.603,3.851,
0,10.479,-1.243,11.594,0.505,2.44,
0.041,7.814,-0.444,12.638,0.645,4.812,
0,9.823,-5.407,13.509,0.603,2.317,
0,13.736,-0.928,12.601,0.449,3.021,
0,17.355,4.783,12.755,0.535,3.457,
0,10.53,3.614,12.826,0.574,5.468,
0,6.071,-5.9,12.621,0.44,2.733,
0,10.258,-2.356,11.599,0.281,2.81,
0.999,7.755,3.237,2.305,0.498,3.92,
3.086,16.712,7.862,2.715,0.942,4.669,
0.733,19.602,10.708,11.885,0.754,3.52,
0,20.558,6.116,12.82,0.573,1.992,
0,21.737,10.206,12.731,0.511,3.956,
1.135,18.207,13.337,2.719,0.855,3.422,
1.464,19.424,15.432,2.051,0.899,5.714,
1.548,20.03,17.159,1.666,0.885,5.187,
1.133,20.62,17.565,3.322,0.887,3.123,
2.479,19.224,14.478,1.669,0.917,3.501,
20.922,18.145,11.109,0.559,0.911,6.069,
1.72,18.147,6.8,11.372,0.687,2.591,
0,11.471,3.342,12.569,0.541,3.624,
0,13.115,2.401,12.495,0.69,2.289,
3.753,8.247,5.578,3.905,0.786,2.702,
11.388,6.979,4.434,4.463,0.867,6.526,
0.007,9.591,-1.262,11.9,0.646,3.147,
0,14.45,1.339,12.65,0.513,3.373,
0.481,15.298,8.106,5.78,0.842,6.026,
12.03,16.328,13.094,1.54,0.932,6.675,
41.278,17.785,11.19,2.374,0.908,3.859,
0,10.564,4.917,10.53,0.781,4.678,
0,8.963,0.615,11.891,0.719,3.783,
0,11.23,-0.839,13.049,0.734,2.321,
0,10.943,1.925,6.64,0.805,1.996,
5.612,12.396,6.116,6.259,0.881,2.354,
0.7,10.976,6.635,2.814,0.939,2.845,
0.855,9.733,7.763,2.444,0.901,3.283,
11.328,12.859,7.195,11.764,0.852,3.415,
0,13.587,1.25,13.195,0.622,3.23,
0,13.797,4.738,13.216,0.575,3.547,
0,15.462,2.904,13.39,0.552,3.737,
0.357,16.611,8.926,3.672,0.821,6.821,
2.379,19.242,16.211,1.983,0.884,5.356,
30.139,18.895,3.743,1.07,0.932,3.617,
26.144,5.067,2.728,0.694,0.951,3.259,
32.264,3.696,-3.661,6.816,0.926,5.96,
0.003,0.025,-3.96,4.121,0.685,5.284,
0.268,0.33,-2.454,2.613,0.609,2.406,
1.08,3.43,-0.95,2.318,0.87,1.967,
0.623,6.778,0.544,8.155,0.909,3.221,
13.573,4.673,1.827,3.028,0.903,3.851,
11.735,12.554,2.405,12.221,0.911,2.821,
0.403,9.181,1.813,12.151,0.857,4.606,
0.137,6.011,-0.484,7.125,0.861,2.582,
0.017,7.9,2.126,6.575,0.881,2.856,
0.542,13.053,6.133,10.456,0.887,3.058,
0.209,13.721,5.397,8.075,0.899,2.365,
2.415,14.864,7.945,6.666,0.896,3.644,
0.445,5.821,-1.702,14.245,0.666,5.17,
0,9.716,-2.927,12.2,0.541,2.681,
0,8.296,3.617,14.597,0.702,3.569,
0.594,6.136,-2.439,6.089,0.633,3.798,
12.967,3.202,0.36,1.801,0.934,2.516,
2.38,2.205,-1.626,8.04,0.875,3.491,
0.017,9.857,-4.569,15.226,0.753,2.823,
0,12.821,-2.789,15.731,0.803,2.643,
0.403,12.051,3.489,6.807,0.922,2.483,
0.137,18.527,7.195,14.58,0.85,3.896,
0.939,15.968,11.25,3.764,0.887,3.862,
6.765,16.053,4.239,1.826,0.935,3.631,
1.808,5.946,3.233,5.52,0.889,2.441,
0.68,5.303,3.042,4.731,0.835,2.556,
0.419,7.109,3.617,3.725,0.808,2.247,
9.247,14.306,6.267,1.628,0.939,4.163,
2.681,15.264,3.959,5.19,0.868,7.026,
0.124,3.841,-2.06,11.75,0.67,5.679,
0.021,2.671,-3.474,16.552,0.593,4.79,
0,6.602,-8.31,17.936,0.609,3.414,
0,10.497,0.655,17.789,0.693,5.704,
0,13.634,-2.56,18.005,0.677,2.36,
0.038,16.974,3.87,14.244,0.707,5.923,
0.024,24.275,13.464,15.54,0.761,7.015,
0,23.522,9.198,18.238,0.7,3.13,
0,24.808,7.577,18.382,0.622,1.909,
0.058,22.021,11.946,7.292,0.743,4.162,
18.404,20.977,15.388,14.946,0.744,8.057,
0,15.76,5.646,19.175,0.445,5.054,
0,23.235,7.035,19.067,0.442,4.352,
0,24.001,7.729,19.028,0.579,4.164,
1.289,20.036,15.655,4.244,0.805,5.947,
1.332,20.109,11.778,18.017,0.64,6.614,
0,16.326,4.674,20.136,0.368,3.049,
0,11.525,3.439,20.132,0.348,3.985,
0,12.128,-1.653,20.774,0.396,3.499,
0,19.921,1.572,20.521,0.347,2.056,
0,20.135,5.796,16.645,0.368,2.809,
0,23.642,6.637,19.756,0.564,2.952,
0,24.477,9.355,20.13,0.613,2.086,
0.307,24.762,14.179,18.337,0.55,3.943,
0.098,27.958,10.854,20.275,0.571,1.929,
0.505,26.104,17.301,16.823,0.664,3.621,
11.089,22.236,14.972,3.594,0.856,3.846,
0.992,23.263,14.68,7.273,0.905,1.624,
5.231,21.652,14.254,14.949,0.876,2.791,
0.003,27.798,11.377,20.57,0.791,1.77,
4.81,21.939,11.516,20.68,0.664,5.388,
0.021,21.349,6.273,15.395,0.486,2.722,
0.529,21.872,11.908,7.782,0.787,3.082,
2.374,23.048,16.767,4.368,0.826,5.884,
0.154,24.033,16.165,9.932,0.726,4.674,
1.703,21.087,17.482,3.573,0.828,5.166,
0.426,22.147,16.044,6.764,0.813,4.088,
0.409,24.885,16.487,8.986,0.777,3.709,
1.045,26.417,14.856,13.065,0.757,3.956,
0.275,27.294,17.179,17.246,0.792,3.366,
1.243,24.165,18.017,7.118,0.803,3.311,
4.383,25.188,16.923,15.445,0.813,4.221,
4.54E+00,27.202,18.423,10.51,0.88,3.903,
2.85,26.502,17.765,12.125,0.823,4.253,
2.894,24.451,18.1,6.835,0.797,4.117,
9.206,21.656,12.972,20.682,0.748,5.601,
0,26.599,11.131,24.209,0.675,2.439,
0.77,28.018,13.875,23.339,0.654,3.264,
1.366,27.435,19.379,19.366,0.817,4.95,
2.178,25.322,11.8,20.966,0.548,5.459,
0,18.434,6.491,23.339,0.432,3.563,
0.00E+00,14.794,6.563,16.048,0.518,4.542,
0.075,8.79,3.26,8.802,0.389,3.816,
0.034,12.513,-1.408,16.101,0.433,1.697,
0,14.612,0.491,15.377,0.514,1.838,
2.498,16.776,9.711,4.074,0.874,3.164,
0.311,22.162,9.907,23.704,0.669,4.562,
0,24.846,6.296,25.73,0.481,2.397,
14.828,20.8,11.138,4.943,0.682,5.062,
14.517,17.681,6.313,8.241,0.859,4.977,
0.015,19.975,3.439,24.809,0.681,3.03,
0,23.374,6.116,25.576,0.59,2.195,
1.49,20.326,10.998,7.475,0.771,2.99,
3.577,18.885,12.686,6.499,0.886,3.467,
0.007,26.759,10.067,23.525,0.75,1.583,
0,27.025,15.966,16.208,0.67,2.921,
0,27.972,13.14,26.099,0.636,3.316,
1.094,24.714,15.699,9.76,0.71,4.619,
0.823,23.757,17.692,7.218,0.863,3.21,
8.079,22.407,20.794,4.518,0.898,4.931,
7.19,23.763,18.395,21.582,0.768,5.488,
0,21.227,10.831,27.349,0.642,3.819,
0.247,28.275,10.04,19.786,0.719,1.89,
0.227,30.735,15.62,21.893,0.61,1.84,
0,31.142,13.649,27.108,0.515,1.752,
0.058,29.572,19.141,19.869,0.714,2.963,
31.462,27.552,18.612,10.358,0.911,3.314,
27.534,23.081,18.713,8.115,0.952,2.782,
14.759,22.413,17.974,10.722,0.944,3.242,
3.347,26.446,15.503,6.251,0.947,2.83,
2.091,28.613,21.204,8.303,0.893,4.019,
4.546,33.42,22.894,25.571,0.724,5.091,
2.839,33.345,22.47,23.834,0.711,3.331,
0.295,31.5,20.288,22.234,0.717,2.12,
6.224,29.832,18.36,23.857,0.772,1.926,
0.316,28.844,19.268,24.226,0.729,2.046,
0,30.129,14.877,27.826,0.649,2.115,
0,31.179,16.51,24.911,0.642,2.117,
6.413,29.683,18.564,26.787,0.674,2.075,
1.404,33.441,17.511,27.312,0.744,1.589,
1.105,32.539,19.268,26.864,0.679,2.665,
0.742,28.844,14.543,28.881,0.629,4.124,
0,27.038,12.209,28.974,0.548,2.328,
0,28.135,12.604,27.859,0.553,1.571,
0.017,26.41,11.685,17.819,0.515,1.809,
0.003,28.272,13.29,15.349,0.578,1.405,
0.378,26.949,18.171,17.436,0.623,3.557,
20.098,25.956,19.802,10.146,0.907,4.211,
10.19,29.55,18.756,22.321,0.854,3.822,
12.597,26.159,21.723,27.35,0.83,3.865,
3.179,30.232,19.249,19.236,0.79,1.853,
6.113,27.295,18.123,11.413,0.802,3.004,
35.489,26.398,19.371,7.114,0.896,3.005,
11.522,27.803,19.604,15.918,0.813,2.495,
15.238,25.436,18.914,19.285,0.908,2.85,
11.512,29.284,19.516,14.277,0.91,2.866,
5.934,33.526,19.013,25.328,0.825,1.283,
0.556,31.369,21.104,27.113,0.678,2.889,
4.089,30.089,20.349,23.994,0.75,2.345,
0.903,28.726,19.464,15.699,0.788,1.964,
0.031,31.56,19.533,22.74,0.703,2.217,
0,35.429,15.258,28.534,0.637,1.35,
0,32.998,18.315,29.298,0.514,3.053,
0.158,34.231,23.205,20.619,0.646,5.423,
11.972,32.128,25.391,14.435,0.797,3.177,
12.329,33.382,22.322,23.877,0.869,1.175,
0.886,35.19,22.945,28.149,0.705,2.195,
1.442,33.767,21.658,28.018,0.679,2.449,
5.593,33.435,22.25,26.901,0.756,1.553,
8.312,32.197,22.809,28.032,0.773,1.786,
3.44,33.804,20.653,26.504,0.689,2.415,
8.861,33.623,20.946,17.792,0.824,2.124,
47.883,24.21,20.841,4.421,0.959,2.414,
18.536,28.356,21.071,18.066,0.9,2.893,
18.56,30.607,22.013,20.523,0.851,4.365,
11.113,31.418,23.959,26.701,0.795,2.665,
1.672,34.487,23.202,23.271,0.781,2.3,
3.203,32.45,22.813,21.006,0.794,1.968,
5.335,32.113,22.035,20.659,0.815,1.507,
0.882,32.079,21.278,21.166,0.732,2.142,
0,29.718,18.997,27.58,0.623,3.588,
14.808,28.35,20.809,27.28,0.873,3.095,
17.317,27.57,22.867,22.756,0.922,3.864,
33.093,32.162,21.968,17.692,0.887,3.51,
4.625,31.491,22.752,21.434,0.778,3.339,
0.748,33.369,21.454,27.926,0.73,2.721,
14.286,31.234,21.712,23.969,0.867,2.634,
6.679,31.46,22.817,27.786,0.844,2.625,
12.789,30.075,21.972,22.223,0.902,2.385,
25.618,27.828,22.182,21.323,0.917,2.568,
6.436,28.086,19.897,23.733,0.882,2.407,
34.023,25.177,21.668,4.564,0.957,2.713,
40.378,27.466,21.073,9.681,0.926,3.221,
8.175,31.09,19.465,27.606,0.875,1.362,
6.3,30.788,22.695,24.867,0.851,2.491,
15.559,29.619,21.768,27.636,0.819,2.926,
15.742,31.807,24.446,21.911,0.841,4.267,
2.40E+01,32.024,23.19,26.482,0.866,1.346,
7.90E+00,32.325,22.855,27.561,0.804,1.827,
5.14,31.416,24.534,15.376,0.831,2.371,
44.568,29.063,21.346,17.38,0.864,2.085,
0.233,35.146,18.721,25.93,0.756,1.118,
1.993,32.098,20.674,27.777,0.698,1.436,
4.015,31.403,21.712,28.178,0.731,1.744,
0.407,32.819,21.512,28.086,0.729,2.949,
0,32.62,21.232,27.663,0.701,2.691,
0.918,33.442,22.591,24.505,0.761,2.342,
2.551,32.693,20.814,27.144,0.759,1.727,
5.761,31.556,22.129,26.784,0.809,1.317,
0.154,31.383,17.815,28.005,0.596,1.912,
0,31.713,15.4,28.763,0.598,1.611,
0,33.068,18.547,28.273,0.553,1.518,
0.429,33.787,20.013,25.492,0.621,1.824,
4.098,30.284,21.859,21.519,0.824,1.842,
3.624,32.206,21.631,12.824,0.802,1.157,
13.011,31.986,22.378,19.696,0.801,1.075,
7.726,32.672,23.251,25.867,0.841,1.289,
36.842,30.485,23.731,16.287,0.894,1.524,
24.268,29.635,23.124,22,0.916,1.592,
6.003,33.604,21.035,25.522,0.826,0.979,
1.71,34.661,22.147,26.832,0.691,1.13,
0.376,34.365,23.215,26.892,0.673,1.935,
3.014,32.547,23.844,25.625,0.712,2.69,
0.33,34.442,23.943,26.298,0.685,3.21,
0,34.423,23.787,26.807,0.652,3.215,
0,35.206,23.715,26.491,0.648,3.027,
0,36.327,22.89,26.987,0.588,2.382,
0,38.763,21.047,26.718,0.547,1.203,
0,39.558,23.616,26.321,0.545,1.145,
0,38.881,24.892,25.979,0.563,1.53,
0,39.349,25.499,26.02,0.484,1.916,
0,41.924,25.86,25.45,0.489,1.449,
0,39.029,24.508,25.427,0.509,1.825,
0,36.211,23.456,24.712,0.533,2.328,
20.104,32.347,24.664,22.326,0.841,2.329,
1.799,33.41,24.859,19.713,0.751,2.766,
0.103,34.492,24.772,23.434,0.64,4.187,
0,34.897,25.101,21.708,0.62,4.32,
0,35.072,22.186,25.008,0.584,3.238,
0,35.584,23.723,23.73,0.607,2.987,
0,36.209,24.334,24.376,0.592,3.464,
0,35.793,23.904,25.081,0.548,3.439,
0.201,39.517,25.426,24.004,0.541,2.539,
4.757,38.339,22.401,21.813,0.638,1.196,
0,37.265,23.093,23.003,0.493,1.935,
1.921,39.177,23.528,15.223,0.572,1.339,
10.906,33.714,23.001,22.389,0.758,1.569,
1.25,34.015,22.485,18.795,0.746,1.555,
14.225,31.435,21.669,22.637,0.798,2.06,
0.433,33.027,19.714,24.245,0.533,2.257,
0,34.074,21.179,20.66,0.454,2.102,
21.365,29.556,22.11,15.805,0.842,1.107,
10.619,31.788,22.061,19.963,0.847,1.448,
36.075,28.574,21.871,8.074,0.909,3.01,
6.906,33.052,23.386,19.018,0.819,3.584,
4.419,32.045,24.071,16.781,0.808,3.364,
6.379,31.496,24.276,21.488,0.812,2.97,
4.24,31.777,23.961,17.295,0.798,2.524,
26.184,28.85,23.137,7.042,0.919,1.166,
3.333,25.644,18.879,11.469,0.855,3.246,
0,28.853,15.701,21.185,0.649,2.491,
5.569,25.146,20.608,7.316,0.869,2.256,
2.213,30.316,22.257,16.673,0.854,1.703,
0.014,30.009,17.434,22.263,0.653,2.748,
0,31.495,16.459,22.249,0.605,2.321,
0,32.401,18.678,22.427,0.6,2.408,
0,32.795,19.157,21.95,0.57,2.726,
0.652,33.338,23.077,19.68,0.697,2.054,
0.058,33.56,19.28,21.695,0.557,1.849,
0,33.977,17.356,21.879,0.515,1.562,
0,31.788,16.712,21.842,0.55,1.808,
5.532,25.624,21.519,5.524,0.761,1.652,
0.13,32.249,20.415,19.558,0.713,2.423,
0.798,32.519,21.759,14.765,0.754,2.262,
12.042,29.485,22.323,17.684,0.85,1.435,
